t,e,c,v
1721433531877,c,pr-r,s3
1721433532538,c,pr-r,s4
1721433536610,c,pr,s3
1721433540000,h,s,segment.CM
1721433540006,h,s,segment.CM
1721433540006,h,s,segment.AM
1721433540018,h,s,segment.AM
1721433541115,h,s,segment.AM
1721433541127,h,s,segment.AM
1721433541128,h,t,triangle.ACM
1721433541133,h,t,triangle.ACM
1721433541134,h,s,segment.CM
1721433541140,h,s,segment.CM
1721433542451,c,pr-r,s5
1721433543982,c,pr,s2
1721433551827,c,pr,s4
1721433556060,c,pr,s2
1721433556625,c,pr,s3
1721433560037,h,t,triangle.ACM
1721433560049,h,t,triangle.ACM
1721433560049,h,s,segment.AM
1721433560055,h,s,segment.AM
1721433564510,c,pr,s6
1721433564987,c,pr,s7
1721433568291,c,pr,s4
1721433569488,p,l,M
1721433569534,p,l,AC
1721433570078,p,l,AB
1721433570218,h,po,A
1721433570227,h,po,A
1721433571058,h,t,triangle.ACM
1721433571067,h,t,triangle.ACM
1721433573221,c,pr,s2
1721433588045,c,pr,s3
1721433599047,c,pr,s4
1721433608908,c,pr,s5
1721433609647,c,pr,s4
1721433610075,c,pr,s5
1721433610445,c,pr,s4
1721433619678,c,pr,s1
1721433620691,c,pr,s2
1721433623691,c,pr,s1
1721433627594,c,pr,s2
1721433628477,c,pr,s1
1721433644002,c,pr,s2
1721433644486,c,pr,s1
1721433648848,p,l,AB
1721433648951,p,l,CD
1721433649347,p,l,CD
1721433649689,p,l,AB
1721433650012,p,l,AB
1721433650447,p,l,CD
1721433664274,c,pr,s2
1721433664730,c,pr,s3
1721433665236,c,pr,s2
1721433666244,c,pr,s1
1721433672206,c,pr,s2
1721433672754,c,pr,s3
1721433675222,c,pr,s1
1721433679121,p,l,M
1721433680889,p,l,CD
1721433681323,p,l,CD
1721433681852,p,l,AB
1721433682520,p,l,CD
1721433683124,p,l,AB
1721433683676,p,l,CD
1721433684402,p,l,AB
1721433684855,p,l,CD
1721433685307,p,l,CD
1721433689487,p,l,M
1721433689575,h,s,segment.CM
1721433689606,h,s,segment.CM
1721433693109,c,pr,s7
1721433696344,h,s,segment.AC
1721433696357,h,s,segment.AC
1721433696357,h,t,triangle.ACM
1721433696382,h,t,triangle.ACM
1721433696382,h,s,segment.CM
1721433696387,h,s,segment.CM
1721433696423,m,mi,
1721433696439,ml,mi,
1721433696448,m,re,
1721433696520,ml,re,
1721433704986,c,pr,s6
1721433705824,c,pr,s7
1721433706417,c,pr,s6
1721433712894,m,mi,
1721433712926,ml,mi,
1721433713328,h,s,segment.BD
1721433713345,h,s,segment.BD
1721433713346,h,t,triangle.BDM
1721433713381,h,t,triangle.BDM
1721433713381,h,s,segment.DM
1721433713412,h,s,segment.DM
1721433744428,i,,
1721433749319,c,pr-r,s1
1721433749432,c,pr-r,s2
1721433749705,c,pr-r,s3
1721433749875,c,pr-r,s4
1721433750012,c,pr-r,s5
1721433750826,c,pr-r,s6
1721433750979,c,pr-r,s7
1721433751157,c,pr-r,s8
1721433762323,c,pr,s7
1721433764597,c,pr,s8
1721433775417,c,pr,s7
1721433775945,c,pr,s8
1721433776307,h,po,M
1721433776317,h,po,M
1721433776317,h,t,triangle.MWX
1721433776327,h,t,triangle.MWX
1721433776327,h,s,segment.MX
1721433776418,h,s,segment.MX
1721433776418,h,t,triangle.MWX
1721433776429,h,t,triangle.MWX
1721433776430,h,s,segment.MX
1721433776515,h,s,segment.MX
1721433776533,h,po,M
1721433776538,h,po,M
1721433776539,h,s,segment.MZ
1721433776545,h,s,segment.MZ
1721433776545,h,t,triangle.MYZ
1721433776648,h,t,triangle.MYZ
1721433776648,h,s,segment.MY
1721433777045,h,s,segment.MY
1721433777045,h,s,segment.YZ
1721433777744,h,s,segment.YZ
1721433777746,h,s,segment.MY
1721433777769,h,s,segment.MY
1721433777811,h,s,segment.MW
1721433777823,h,s,segment.MW
1721433777824,h,t,triangle.MWX
1721433777830,h,t,triangle.MWX
1721433777830,h,s,segment.WX
1721433777848,h,s,segment.WX
1721433778078,h,s,segment.WX
1721433778405,h,s,segment.WX
1721433778406,h,s,segment.MW
1721433778424,h,s,segment.MW
1721433778453,h,s,segment.MY
1721433778460,h,s,segment.MY
1721433778460,h,t,triangle.MYZ
1721433778472,h,t,triangle.MYZ
1721433778472,h,s,segment.YZ
1721433778479,h,s,segment.YZ
1721433778575,m,mi,
1721433782320,ml,mi,
1721433782361,h,s,segment.YZ
1721433782381,h,s,segment.YZ
1721433782381,h,t,triangle.MYZ
1721433782405,h,t,triangle.MYZ
1721433782406,h,s,segment.MY
1721433782430,h,s,segment.MY
1721433782733,h,s,segment.MY
1721433783235,h,s,segment.MY
1721433783235,h,t,triangle.MYZ
1721433783314,h,t,triangle.MYZ
1721433783315,h,s,segment.YZ
1721433783612,h,s,segment.YZ
1721433783612,h,t,triangle.MYZ
1721433783648,h,t,triangle.MYZ
1721433783648,h,s,segment.MY
1721433783696,h,s,segment.MY
1721433783973,h,s,segment.MW
1721433785443,h,s,segment.MW
1721433785443,h,s,segment.WX
1721433786107,h,s,segment.WX
1721433786107,h,s,segment.MW
1721433786150,h,s,segment.MW
1721433786272,h,s,segment.MY
1721433786345,h,s,segment.MY
1721433786351,h,t,triangle.MYZ
1721433786357,h,t,triangle.MYZ
1721433786381,h,t,triangle.MYZ
1721433786636,h,t,triangle.MYZ
1721433786636,h,s,segment.YZ
1721433786793,h,s,segment.YZ
1721433786830,m,mi,
1721433786835,ml,mi,
1721433788106,c,pr,s6
1721433791768,c,pr,s3
1721433798306,c,pr,s2
1721433799648,c,pr,s1
1721433800235,c,pr,s2
1721433801073,c,pr,s3
1721433803807,c,pr,s4
1721433805048,c,pr,s5
1721433807959,c,pr,s6
1721433817652,c,pr,s7
