t,e,c,v
1720724956830,h,s,segment.LQ
1720724956855,h,s,segment.PS
1720724956883,h,s,segment.PS
1720724956884,h,t,triangle.LQU
1720724956892,h,t,triangle.LQU
1720724956911,h,t,triangle.LQU
1720724956995,h,t,triangle.LQU
1720724956997,h,s,segment.NU
1720724957548,h,s,segment.NU
1720724957549,h,s,segment.LU
1720724957574,h,s,segment.LU
1720725027503,c,pr-r,s1
1720725028245,c,pr-r,s2
1720725031166,c,pr-r,s3
1720725031701,c,pr-r,s4
1720725032925,c,pr-r,s5
1720725033413,c,pr-r,s6
1720725034317,c,pr-r,s7
1720725039717,c,pr-r,s8
1720725040180,c,pr-r,s9
1720725040853,c,pr-r,s10
1720725043853,h,s,segment.AF
1720725044831,h,s,segment.AF
